"Gene","UniProt_ID","Protein_Name","Source","Query_Type"
"STK5","Q96GD4","Aurora kinase B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"STRAD","Q7RTN6","STE20-related kinase adapter protein alpha","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"STRADA","Q7RTN6","STE20-related kinase adapter protein alpha","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"STX4","Q12846","Syntaxin-4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"STX4A","Q12846","Syntaxin-4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SUCLA2","Q9P2R7","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SVCT1","Q9UHI7","Solute carrier family 23 member 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SVEP1","Q4LDE5","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYCE1","Q8N0S2","Synaptonemal complex central element protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYCP1","Q15431","Synaptonemal complex protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYD1","O60271","C-Jun-amino-terminal kinase-interacting protein 4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYNCAM","Q9BY67","Cell adhesion molecule 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYNE1","Q8NF91","Nesprin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYT7","O43581","Synaptotagmin-7","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"SYTL2","Q9HCH5","Synaptotagmin-like protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TAB182","Q9C0C2","182 kDa tankyrase-1-binding protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TACC1","O75410","Transforming acidic coiled-coil-containing protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TACSTD1","P16422","Epithelial cell adhesion molecule","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TADG14","O60259","Kallikrein-8","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TAF2Q","Q5H9L4","Transcription initiation factor TFIID subunit 7-like","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TAF7L","Q5H9L4","Transcription initiation factor TFIID subunit 7-like","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TAOS1","Q8WV07","Protein LTO1 homolog","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TAOS2","Q5XXA6","Anoctamin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TAPL2","Q9GZY0","Nuclear RNA export factor 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TBC1D3","Q8IZP1","TBC1 domain family member 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TBC1D3A","Q8IZP1","TBC1 domain family member 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TBDN100","Q9BXJ9","N-alpha-acetyltransferase 15, NatA auxiliary subunit","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TC1","Q9NR00","Transcriptional and immune response regulator","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TC21","P62070","Ras-related protein R-Ras2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCC52","Q5T6F0","DDB1- and CUL4-associated factor 12","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCF2","P35680","Hepatocyte nuclear factor 1-beta","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCF4","Q9NQB0","Transcription factor 7-like 2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCF7L2","Q9NQB0","Transcription factor 7-like 2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCIM","Q9NR00","Transcriptional and immune response regulator","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCRP1","Q92567","Protein FAM168A","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TCS1","O14746","Telomerase reverse transcriptase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TDRD1","Q9BXT4","Tudor domain-containing protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TEBP","Q15185","Prostaglandin E synthase 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TEL","P41212","Transcription factor ETV6","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TEL1","P41212","Transcription factor ETV6","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TEP1","P60484","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TERT","O14746","Telomerase reverse transcriptase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TEX15","Q9BXT5","Testis-expressed protein 15","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TFDP3","Q5H9I0","Transcription factor Dp family member 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TFF1","P04155","Trefoil factor 1","UniProt","(ft_mutagen:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TGFBR1","P36897","TGF-beta receptor type-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TGFBR2","P37173","TGF-beta receptor type-2","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"THEG","Q9P2T0","Sperm microtubule associated protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TITF1","P43699","Homeobox protein Nkx-2.1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TITF2","O00358","Forkhead box protein E1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TKF","P22455","Fibroblast growth factor receptor 4","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMEM106C","Q9BVX2","Transmembrane protein 106C","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMEM111","Q9P0I2","ER membrane protein complex subunit 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMEM16A","Q5XXA6","Anoctamin-1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMEM16G","Q6IWH7","Anoctamin-7","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMEM189","A5PLL7","Plasmanylethanolamine desaturase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMPRSS11A","Q6ZMR5","Transmembrane protease serine 11A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TMSA","P09493","Tropomyosin alpha-1 chain","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TNFRSF10B","O14763","Tumor necrosis factor receptor superfamily member 10B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TNFRSF11B","O00300","Tumor necrosis factor receptor superfamily member 11B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TNKS1BP1","Q9C0C2","182 kDa tankyrase-1-binding protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TNS4","Q8IZW8","Tensin-4","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TOP1","P11387","DNA topoisomerase 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TOPK","Q96KB5","Lymphokine-activated killer T-cell-originated protein kinase","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TP53","P04637","Cellular tumor antigen p53","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TP53BP2","Q13625","Apoptosis-stimulating of p53 protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TP53I3","Q53FA7","Quinone oxidoreductase PIG3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TP63","Q9H3D4","Tumor protein 63","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TP73L","Q9H3D4","Tumor protein 63","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TPM1","P09493","Tropomyosin alpha-1 chain","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TPM3","P06753","Tropomyosin alpha-3 chain","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TPTE","P56180","Putative tyrosine-protein phosphatase TPTE","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRAILR2","O14763","Tumor necrosis factor receptor superfamily member 10B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRAK1","Q9UPV9","Trafficking kinesin-binding protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRBP","Q14686","Nuclear receptor coactivator 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TREP132","Q96PN7","Transcriptional-regulating factor 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRERF1","Q96PN7","Transcriptional-regulating factor 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRICK2","O14763","Tumor necrosis factor receptor superfamily member 10B","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRMT10C","Q7L0Y3","tRNA methyltransferase 10 homolog C","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TROP1","P16422","Epithelial cell adhesion molecule","UniProt","(keyword:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TRT","O14746","Telomerase reverse transcriptase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSA2","Q8WYR4","Radial spoke head 1 homolog","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSAD","Q9NP31","SH2 domain-containing protein 2A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSG24","Q9H1A4","Anaphase-promoting complex subunit 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSGA2","Q8WYR4","Radial spoke head 1 homolog","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSGP","Q86UY5","Protein FAM83A","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSH1","Q6ZSZ6","Teashirt homolog 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSH2","Q9NRE2","Teashirt homolog 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSHR","P16473","Thyrotropin receptor","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSHZ1","Q6ZSZ6","Teashirt homolog 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSHZ2","Q9NRE2","Teashirt homolog 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSLC1","Q9BY67","Cell adhesion molecule 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSP50","Q9UI38","Probable threonine protease PRSS50","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSPY","Q01534","Testis-specific Y-encoded protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSPY1","Q01534","Testis-specific Y-encoded protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSSC5","Q96BI1","Solute carrier family 67 member A1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TSSK6","Q9BXA6","Testis-specific serine/threonine-protein kinase 6","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TTC23","Q5W5X9","Tetratricopeptide repeat protein 23","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TTC29","Q8NA56","Tetratricopeptide repeat protein 29","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TTF1","P43699","Homeobox protein Nkx-2.1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TTF2","O00358","Forkhead box protein E1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TUBB3","Q13509","Tubulin beta-3 chain","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TUBB4","Q13509","Tubulin beta-3 chain","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TUBL2","O00295","Tubby-related protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TULP2","O00295","Tubby-related protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TXBP181","Q9Y6D9","Mitotic spindle assembly checkpoint protein MAD1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TYR","P14679","Tyrosinase","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TYRO4","P29320","Ephrin type-A receptor 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"TYRO5","P29323","Ephrin type-B receptor 2","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"U2AF1-RS2","Q15696","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"U2AF1L2","Q15696","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"U2AF1RS2","Q15696","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UBE3A","Q05086","Ubiquitin-protein ligase E3A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UBP41","O75604","Ubiquitin carboxyl-terminal hydrolase 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UBXD5","Q5T124","UBX domain-containing protein 11","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UBXN11","Q5T124","UBX domain-containing protein 11","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UCC1","Q9UM22","Mammalian ependymin-related protein 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UFO","P30530","Tyrosine-protein kinase receptor UFO","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UHRF1","Q96T88","E3 ubiquitin-protein ligase UHRF1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UNC5A","Q6ZN44","Netrin receptor UNC5A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UNC5B","Q8IZJ1","Netrin receptor UNC5B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UNC5C","O95185","Netrin receptor UNC5C","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UNC5H1","Q6ZN44","Netrin receptor UNC5A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UNC5H2","Q8IZJ1","Netrin receptor UNC5B","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UNC5H3","O95185","Netrin receptor UNC5C","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UPAR","Q03405","Urokinase plasminogen activator surface receptor","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UPLC1","Q8TDY4","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UQCC2","Q9BRT2","Ubiquinol-cytochrome c reductase complex assembly factor 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"URCC6","Q53EZ4","Centrosomal protein of 55 kDa","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"URLC11","Q8NBW4","Neutral amino acid transporter 9","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"URLC9","Q8NCD3","Holliday junction recognition protein","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"URP","Q15696","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"URP1","Q9BQL6","Fermitin family homolog 1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"USH1C","Q9Y6N9","Harmonin","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"USHBP1","Q8N6Y0","Harmonin-binding protein USHBP1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"USP10","Q8NFA0","Ubiquitin carboxyl-terminal hydrolase 32","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"USP2","O75604","Ubiquitin carboxyl-terminal hydrolase 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"USP32","Q8NFA0","Ubiquitin carboxyl-terminal hydrolase 32","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UTP14A","Q9BVJ6","U3 small nucleolar RNA-associated protein 14 homolog A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"UVO","P12830","Cadherin-1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"V2R","P30518","Vasopressin V2 receptor","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VCIA1","Q9UK97","F-box only protein 9","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VEGFR1","P17948","Vascular endothelial growth factor receptor 1","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VEGFR2","P35968","Vascular endothelial growth factor receptor 2","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VEGFR3","P35916","Vascular endothelial growth factor receptor 3","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VHL","P40337","von Hippel-Lindau disease tumor suppressor","UniProt","(cc_disease:""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VICKZ3","O00425","Insulin-like growth factor 2 mRNA-binding protein 3","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VOPP1","Q96AW1","WW domain binding protein VOPP1","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VPS35L","Q7Z3J2","VPS35 endosomal protein-sorting factor-like","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
"VRAP","Q9NP31","SH2 domain-containing protein 2A","UniProt","(""cancer"") AND (organism_id:9606) AND (reviewed:true)"
